ref_rmse,cur_rmse,ref_r2,cur_r2,cur_mape,ref_rows,cur_rows,cutoff_date
5825.553419805545,4736.390590812342,0.9346216892389249,0.953254704305777,176045535.0058935,386007,35563,2012-08-03
